starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	19
Thu Nov 30 15:29:16 2023	1701347356	3	18	20	16
Thu Nov 30 15:29:16 2023	1701347356	0	20	20	19
Thu Nov 30 15:29:16 2023	1701347356	0	20	21	19
Thu Nov 30 15:29:16 2023	1701347356	1	20	21	18
Thu Nov 30 15:29:16 2023	1701347356	0	20	21	18
Thu Nov 30 15:29:17 2023	1701347357	2	19	21	17
Thu Nov 30 15:29:16 2023	1701347356	1	20	21	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:16 2023	1701347356	3	18	21	16
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:16 2023	1701347356	3	18	21	16
Thu Nov 30 15:29:16 2023	1701347356	0	20	21	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:17 2023	1701347357	2	19	21	17
Thu Nov 30 15:29:16 2023	1701347356	3	17	21	16
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	19
Thu Nov 30 15:29:16 2023	1701347356	1	20	21	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	21
Thu Nov 30 15:29:17 2023	1701347357	2	19	21	17
Thu Nov 30 15:29:16 2023	1701347356	3	18	21	16
Thu Nov 30 15:29:16 2023	1701347356	1	20	21	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	21
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	20
Thu Nov 30 15:29:16 2023	1701347356	1	20	21	20
Thu Nov 30 15:29:17 2023	1701347357	2	20	21	17
Thu Nov 30 15:29:16 2023	1701347356	1	20	21	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	21	20
Thu Nov 30 15:29:17 2023	1701347357	2	20	21	17
Thu Nov 30 15:29:16 2023	1701347356	3	19	21	16
Thu Nov 30 15:29:16 2023	1701347356	1	21	22	21
Thu Nov 30 15:29:16 2023	1701347356	1	21	22	21
Thu Nov 30 15:29:16 2023	1701347356	1	21	22	21
Thu Nov 30 15:29:16 2023	1701347356	1	20	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	21	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	20
Thu Nov 30 15:29:16 2023	1701347356	1	21	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	20
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	22
Thu Nov 30 15:29:16 2023	1701347356	1	21	22	21
Thu Nov 30 15:29:16 2023	1701347356	0	22	22	20
Thu Nov 30 15:29:16 2023	1701347356	1	21	22	21
Thu Nov 30 15:29:17 2023	1701347357	0	22	22	22
Thu Nov 30 15:29:16 2023	1701347356	0	22	23	22
Thu Nov 30 15:29:16 2023	1701347356	0	22	23	22
Thu Nov 30 15:29:16 2023	1701347356	0	22	23	22
Thu Nov 30 15:29:16 2023	1701347356	0	23	23	22
Thu Nov 30 15:29:16 2023	1701347356	0	23	23	22
Thu Nov 30 15:29:16 2023	1701347356	1	22	23	22
Thu Nov 30 15:29:16 2023	1701347356	1	23	23	23
Thu Nov 30 15:29:16 2023	1701347356	2	21	23	21
Thu Nov 30 15:29:16 2023	1701347356	1	23	23	23
Thu Nov 30 15:29:16 2023	1701347356	0	23	23	23
Thu Nov 30 15:29:16 2023	1701347356	1	23	24	23
Thu Nov 30 15:29:16 2023	1701347356	0	24	24	22
Thu Nov 30 15:29:16 2023	1701347356	0	23	24	23
Thu Nov 30 15:29:16 2023	1701347356	0	23	24	23
Thu Nov 30 15:29:16 2023	1701347356	0	24	24	23
Thu Nov 30 15:29:16 2023	1701347356	0	24	24	23
Thu Nov 30 15:29:16 2023	1701347356	0	24	25	23
Thu Nov 30 15:29:16 2023	1701347356	0	24	25	21
Thu Nov 30 15:29:17 2023	1701347357	1	24	25	23
Thu Nov 30 15:29:16 2023	1701347356	1	24	25	22
Thu Nov 30 15:29:17 2023	1701347357	1	25	26	25
Thu Nov 30 15:29:17 2023	1701347357	1	25	26	25
Thu Nov 30 15:29:17 2023	1701347357	1	25	26	24
Thu Nov 30 15:29:17 2023	1701347357	1	25	26	24
Thu Nov 30 15:29:16 2023	1701347356	1	25	26	24
Thu Nov 30 15:29:16 2023	1701347356	1	26	27	25
Thu Nov 30 15:29:16 2023	1701347356	1	26	27	25
Thu Nov 30 15:29:16 2023	1701347356	0	27	27	26
Thu Nov 30 15:29:16 2023	1701347356	1	26	27	25
Thu Nov 30 15:29:16 2023	1701347356	0	27	27	26
Thu Nov 30 15:29:16 2023	1701347356	0	27	27	26
Thu Nov 30 15:29:16 2023	1701347356	0	27	27	26
Thu Nov 30 15:29:16 2023	1701347356	1	27	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	27	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	27	28	26
Thu Nov 30 15:29:16 2023	1701347356	0	28	28	26
Thu Nov 30 15:29:16 2023	1701347356	0	28	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	28	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	27	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	28	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	28	28	26
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	27
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	26
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	26
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	27
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	27
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	27
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	27
Thu Nov 30 15:29:16 2023	1701347356	1	28	29	26
Thu Nov 30 15:29:16 2023	1701347356	1	29	30	27
